Filename,Angle (degrees),Displacement (pixels),Angle Cluster
ffhq_2032.png,0.4556717151284111,5.218325093078364,2
ffhq_2037.png,2.1403560330247027,3.53270130854938,2
ffhq_2039.png,-1.22901260276788,1.7234216515553509,2
ffhq_2053.png,-1.2800328737999778,3.756804677284376,2
ffhq_2063.png,-3.12066265986894,6.564109336422287,2
ffhq_2072.png,-1.22901260276788,7.825976925942052,2
ffhq_2073.png,0.4556717151284111,5.218325093078364,2
ffhq_2098.png,0.4556717151284111,3.03652754564843,2
ffhq_2104.png,-1.180905326488307,5.863299063055787,2
ffhq_210.png,-3.2357142713228644,8.343825129883712,2
ffhq_2117.png,0.4556717151284111,3.098055619590433,2
ffhq_2135.png,2.364824148124787,5.022520786925819,2
ffhq_2146.png,-3.629945064846465,5.202563723975435,2
ffhq_2149.png,2.1913763040568,3.5342651951798905,2
ffhq_2162.png,2.1913763040568,3.904603519315158,2
ffhq_2168.png,-3.2357142713228644,4.228961139292254,2
ffhq_2180.png,0.4556717151284111,2.1346865702766107,2
ffhq_2184.png,-2.480001731292762,2.4087317368546777,2
ffhq_220.png,0.4556717151284111,7.382156337535077,2
ffhq_2214.png,-1.3919385508661848,8.09132630004852,2
ffhq_2218.png,2.303281981123007,5.323270990103202,2
ffhq_2223.png,-1.22901260276788,4.569343147326952,2
ffhq_2231.png,-2.9107889483013905,4.90996244087281,2
ffhq_2235.png,0.4556717151284111,2.6333127121391224,2
ffhq_2245.png,2.364824148124787,7.552691194074463,2
ffhq_2251.png,-1.22901260276788,7.522898542994131,2
ffhq_2253.png,0.4556717151284111,3.879057927763207,2
ffhq_2259.png,-1.180905326488307,6.7356598970938215,2
ffhq_2262.png,-1.22901260276788,3.846657387981243,2
ffhq_2277.png,-1.22901260276788,5.996644991143733,2
ffhq_1920.png,-1.22901260276788,2.527586426692567,2
ffhq_1926.png,3.8221323785582126,2.414953108127371,2
ffhq_1946.png,0.4556717151284111,6.059796550078682,2
ffhq_194.png,-1.135468556066176,1.532198184192879,2
ffhq_1961.png,-3.12066265986894,7.947934015706177,2
ffhq_1975.png,-3.629945064846465,7.947934015706177,2
