Filename,Angle (degrees),Displacement (pixels),Angle Cluster
ffhq_1723.png,-4.90015332772678,4.569343147326952,1
ffhq_1285.png,-6.669344633773387,7.969067846107031,1
ffhq_1454.png,-4.307969975597767,4.145437635080934,1
ffhq_35.png,-5.659831851156996,7.576220969826648,1
ffhq_3722.png,-6.064130036528574,5.40083388260411,1
ffhq_4201.png,-3.943033639867121,9.605255879415465,1
ffhq_4721.png,-4.586779354042503,4.473251018228095,1
ffhq_684.png,-4.738757192606395,8.073056171288279,1
ffhq_738.png,-5.071868436527762,10.08135947027399,1
image0000020.jpg,-18.903322460566308,3.389655009603828,1
image0000815.jpg,-5.714503379901198,9.471089775500602,1
image0000896.jpg,-4.179791711774231,6.651072619475403,1
image0001438.jpg,-11.744797012252372,4.043865328527179,1
image0001524.jpg,-4.058316742872851,3.9591484993579966,1
image0001892.jpg,-4.85887395481634,4.228961139292254,1
image0002024.jpg,-4.058316742872851,4.103393099529611,1
image0002461.jpg,-4.85887395481634,2.6019393468886487,1
image0002466.jpg,-4.058316742872851,5.033607080057343,1
image0002490.jpg,-16.74286950493746,11.237691370046,1
image0002731.jpg,-7.040185924601447,2.3648960024609096,1
image0003252.jpg,-4.586779354042503,2.7867799035795207,1
image0003333.jpg,-5.116526088835386,6.110094443010743,1
image0003630.jpg,-4.85887395481634,3.4649716504159227,1
image0003669.jpg,-7.2403800068881585,4.571554482445783,1
image0003810.jpg,-8.159976469035701,2.841217963217399,1
image0004844.jpg,-10.547869136621092,6.6017854743200095,1
image0004913.jpg,-5.4911913388450895,3.841316335809137,1
image0005115.jpg,-3.943033639867121,0.5716493635383298,1
image0005449.jpg,-4.211186656310584,10.126007341239598,1
image0005495.jpg,-9.552308086312928,6.02348816592582,1
image0005662.jpg,-10.083512013499815,7.910648262267916,1
image0006081.jpg,-9.84917475363762,4.421137377878997,1
image0006120.jpg,-6.254165092628522,9.668234027894409,1
image0006245.jpg,-8.516954899767981,0.9974851396149204,1
image0006411.jpg,-6.064130036528574,5.264095666788832,1
image0006544.jpg,-13.580571752798068,5.431523516604672,1
image0006546.jpg,-4.85887395481634,2.6888029286272728,1
image0007389.jpg,-11.520460729074944,5.332873293250353,1
image0007453.jpg,-6.850087818182414,7.485943488534894,1
image0007579.jpg,-6.027401977768826,2.851869611035596,1
image0007653.jpg,-3.943033639867121,3.3458086817765342,1
image0008244.jpg,-6.850087818182414,4.7068719179538245,1
image0008305.jpg,-5.553334242366114,8.437332844125988,1
image0008332.jpg,-11.432986324499565,5.159340743049062,1
image0008958.jpg,-6.669344633773387,7.104647676265372,1
image0008971.jpg,-13.580571752798068,4.192580951410419,1
image0009402.jpg,-13.215635417067425,9.325813802786472,1
