Filename,Angle (degrees),Displacement (pixels),Angle Cluster,Displacement Cluster
ffhq_2037.png,2.1403560330247027,3.53270130854938,2,0
ffhq_2039.png,-1.22901260276788,1.7234216515553509,2,0
ffhq_2053.png,-1.2800328737999778,3.756804677284376,2,0
ffhq_2098.png,0.4556717151284111,3.03652754564843,2,0
ffhq_2117.png,0.4556717151284111,3.098055619590433,2,0
ffhq_2149.png,2.1913763040568,3.5342651951798905,2,0
ffhq_2180.png,0.4556717151284111,2.1346865702766107,2,0
ffhq_2184.png,-2.480001731292762,2.4087317368546777,2,0
ffhq_2235.png,0.4556717151284111,2.6333127121391224,2,0
ffhq_2253.png,0.4556717151284111,3.879057927763207,2,0
ffhq_2262.png,-1.22901260276788,3.846657387981243,2,0
ffhq_1920.png,-1.22901260276788,2.527586426692567,2,0
ffhq_1926.png,3.8221323785582126,2.414953108127371,2,0
ffhq_194.png,-1.135468556066176,1.532198184192879,2,0
ffhq_1859.png,0.4556717151284111,2.0293255554548724,2,0
ffhq_1885.png,0.4556717151284111,1.8113918127563609,2,0
ffhq_1892.png,0.4556717151284111,3.03652754564843,2,0
ffhq_174.png,-2.9107889483013905,3.8113307552785822,2,0
ffhq_1758.png,0.4556717151284111,2.0293255554548724,2,0
ffhq_1774.png,0.4556717151284111,0.8115352031273553,2,0
ffhq_178.png,-1.2800328737999778,3.587266306876886,2,0
ffhq_1795.png,0.4556717151284111,3.0264210015757507,2,0
ffhq_1468.png,0.4556717151284111,1.2311884033578189,2,0
ffhq_1469.png,-1.2800328737999778,1.511860154272621,2,0
ffhq_146.png,2.364824148124787,3.2309312383073028,2,0
ffhq_1518.png,-1.22901260276788,2.8590596613405714,2,0
ffhq_1550.png,0.4556717151284111,1.2311884033578189,2,0
ffhq_1559.png,2.1403560330247027,1.2976973813187709,2,0
ffhq_1579.png,2.2455823233744807,2.3648960024609096,2,0
ffhq_1707.png,3.923900974045559,3.827293057024158,2,0
ffhq_1711.png,0.4556717151284111,1.6616036565241452,2,0
ffhq_1712.png,0.4556717151284111,3.2460242089936657,2,0
ffhq_1724.png,0.4556717151284111,2.344272018477465,2,0
ffhq_1188.png,2.1913763040568,0.8633040890581393,2,0
ffhq_1196.png,-3.12066265986894,2.8113504251029595,2,0
