Filename,Angle (degrees),Displacement (pixels),Angle Cluster,Displacement Cluster
ffhq_2027.png,4.400857944165974,5.208571219101806,0,2
ffhq_2032.png,0.4556717151284111,5.218325093078364,2,2
ffhq_2063.png,-3.12066265986894,6.564109336422287,2,2
ffhq_2073.png,0.4556717151284111,5.218325093078364,2,2
ffhq_2104.png,-1.180905326488307,5.863299063055787,2,2
ffhq_2135.png,2.364824148124787,5.022520786925819,2,2
ffhq_2146.png,-3.629945064846465,5.202563723975435,2,2
ffhq_2162.png,2.1913763040568,3.904603519315158,2,2
ffhq_2168.png,-3.2357142713228644,4.228961139292254,2,2
ffhq_220.png,0.4556717151284111,7.382156337535077,2,2
ffhq_2218.png,2.303281981123007,5.323270990103202,2,2
ffhq_2223.png,-1.22901260276788,4.569343147326952,2,2
ffhq_2231.png,-2.9107889483013905,4.90996244087281,2,2
ffhq_2259.png,-1.180905326488307,6.7356598970938215,2,2
ffhq_2277.png,-1.22901260276788,5.996644991143733,2,2
ffhq_1946.png,0.4556717151284111,6.059796550078682,2,2
ffhq_1998.png,0.4556717151284111,7.023067104464042,2,2
ffhq_2003.png,2.2455823233744807,5.912784499331669,2,2
ffhq_2005.png,-1.2800328737999778,6.486941635493148,2,2
ffhq_2008.png,0.4556717151284111,4.079094322375054,2,2
ffhq_2010.png,-3.629945064846465,3.9455422941452487,2,2
ffhq_1819.png,-1.2800328737999778,4.531235189064511,2,2
ffhq_1827.png,-1.22901260276788,5.471704611867656,2,2
ffhq_1848.png,0.4556717151284111,5.539899782591611,2,2
ffhq_1861.png,0.4556717151284111,5.03017129658571,2,2
ffhq_1867.png,0.4556717151284111,7.2200133829005315,2,2
ffhq_1895.png,0.4556717151284111,5.067550923235893,2,2
ffhq_173.png,0.4556717151284111,7.079975598673171,2,2
ffhq_1742.png,2.1913763040568,5.834542714300173,2,2
ffhq_1765.png,0.4556717151284111,4.024957881461036,2,2
ffhq_1786.png,0.4556717151284111,5.188947310042817,2,2
ffhq_1792.png,-1.3919385508661848,3.904603519315158,2,2
ffhq_179.png,2.2455823233744807,4.592751658354652,2,2
ffhq_1806.png,4.692066514187252,6.996842503295081,0,2
ffhq_1489.png,2.1403560330247027,4.505264448772624,2,2
ffhq_1513.png,2.5010802040156386,6.006907420301969,2,2
ffhq_1515.png,3.923900974045559,5.779538936414711,2,2
ffhq_1525.png,-1.2800328737999778,4.571554482445783,2,2
ffhq_1545.png,-1.2800328737999778,5.773045329855068,2,2
ffhq_1571.png,0.4556717151284111,5.806038433726739,2,2
ffhq_1574.png,0.4556717151284111,5.03017129658571,2,2
ffhq_1577.png,2.364824148124787,5.188444725231282,2,2
ffhq_158.png,0.4556717151284111,4.10156517209481,2,2
ffhq_1609.png,0.4556717151284111,4.192580951410419,2,2
ffhq_162.png,-1.2800328737999778,4.572695203620144,2,2
ffhq_163.png,0.4556717151284111,6.987244183001222,2,2
ffhq_1654.png,0.4556717151284111,5.159340743049062,2,2
ffhq_1667.png,2.1403560330247027,5.214768915288416,2,2
ffhq_1670.png,2.1403560330247027,4.592751658354652,2,2
ffhq_1699.png,0.4556717151284111,5.03017129658571,2,2
ffhq_1723.png,-4.90015332772678,4.569343147326952,1,2
ffhq_1729.png,2.658269876894217,6.334350686916173,2,2
ffhq_1730.png,-1.2800328737999778,5.773045329855068,2,2
ffhq_1733.png,-3.629945064846465,6.564109336422287,2,2
ffhq_1192.png,-3.4895145139091523,6.966078949007348,2,2
ffhq_1210.png,-1.22901260276788,4.456167369166097,2,2
ffhq_1215.png,-1.2800328737999778,3.904603519315158,2,2
ffhq_1233.png,2.1403560330247027,5.323388922681776,2,2
ffhq_123.png,0.4556717151284111,6.014172928442632,2,2
ffhq_1244.png,0.4556717151284111,5.067550923235893,2,2
ffhq_1279.png,0.4556717151284111,4.836724993631617,2,2
ffhq_127.png,0.4556717151284111,5.296935099298757,2,2
ffhq_128.png,0.4556717151284111,5.476882871623258,2,2
ffhq_129.png,2.430605726010388,6.859376818524125,2,2
ffhq_130.png,0.4556717151284111,4.650586904509899,2,2
ffhq_1310.png,0.4556717151284111,5.188947310042817,2,2
ffhq_131.png,2.2455823233744807,5.471704611867656,2,2
ffhq_1322.png,2.1913763040568,4.994013641824247,2,2
ffhq_136.png,0.4556717151284111,6.593635749837404,2,2
ffhq_1372.png,0.4556717151284111,5.806038433726739,2,2
ffhq_1388.png,0.4556717151284111,4.36078657783508,2,2
ffhq_139.png,-1.2800328737999778,6.1404805566955085,2,2
ffhq_1406.png,0.4556717151284111,7.339117327147792,2,2
ffhq_1419.png,2.1403560330247027,4.569343147326952,2,2
ffhq_1425.png,-2.406733510983337,5.806038433726739,2,2
ffhq_1454.png,-4.307969975597767,4.145437635080934,1,2
ffhq_1184.png,0.4556717151284111,5.067550923235893,2,2
ffhq_2298.png,2.1403560330247027,5.768530018763135,2,2
ffhq_231.png,0.4556717151284111,4.36078657783508,2,2
ffhq_2351.png,0.4556717151284111,4.024957881461036,2,2
ffhq_2370.png,0.4556717151284111,4.228961139292254,2,2
ffhq_2372.png,0.4556717151284111,5.164205691600161,2,2
ffhq_2376.png,0.4556717151284111,7.027428193194709,2,2
ffhq_2377.png,0.4556717151284111,4.079094322375054,2,2
ffhq_237.png,0.4556717151284111,6.028572396658375,2,2
ffhq_2381.png,0.4556717151284111,4.228961139292254,2,2
ffhq_2383.png,-1.2800328737999778,4.429828182857943,2,2
ffhq_2393.png,-1.5192622957535655,4.429828182857943,2,2
ffhq_2423.png,-1.22901260276788,5.0458285585890685,2,2
ffhq_2434.png,2.2455823233744807,5.961753901343641,2,2
ffhq_2453.png,-1.4534807178679652,4.064608271922775,2,2
ffhq_2454.png,2.1403560330247027,5.323388922681776,2,2
ffhq_2461.png,2.2455823233744807,4.505264448772624,2,2
