Filename,Angle (degrees),Displacement (pixels),Angle Cluster,Displacement Cluster,Angle_Displacement Cluster
ffhq_2027.png,4.400857944165974,5.208571219101806,0,2,0
ffhq_2032.png,0.4556717151284111,5.218325093078364,2,2,0
ffhq_2037.png,2.1403560330247027,3.53270130854938,2,0,3
ffhq_2039.png,-1.22901260276788,1.7234216515553509,2,0,3
ffhq_2053.png,-1.2800328737999778,3.756804677284376,2,0,3
ffhq_2063.png,-3.12066265986894,6.564109336422287,2,2,0
ffhq_2072.png,-1.22901260276788,7.825976925942052,2,1,4
ffhq_2073.png,0.4556717151284111,5.218325093078364,2,2,0
ffhq_2098.png,0.4556717151284111,3.03652754564843,2,0,3
ffhq_2104.png,-1.180905326488307,5.863299063055787,2,2,0
ffhq_210.png,-3.2357142713228644,8.343825129883712,2,1,4
ffhq_2117.png,0.4556717151284111,3.098055619590433,2,0,3
ffhq_2135.png,2.364824148124787,5.022520786925819,2,2,0
ffhq_2146.png,-3.629945064846465,5.202563723975435,2,2,0
ffhq_2149.png,2.1913763040568,3.5342651951798905,2,0,3
ffhq_2162.png,2.1913763040568,3.904603519315158,2,2,3
ffhq_2168.png,-3.2357142713228644,4.228961139292254,2,2,0
ffhq_2180.png,0.4556717151284111,2.1346865702766107,2,0,3
ffhq_2184.png,-2.480001731292762,2.4087317368546777,2,0,3
ffhq_220.png,0.4556717151284111,7.382156337535077,2,2,0
ffhq_2214.png,-1.3919385508661848,8.09132630004852,2,1,4
ffhq_2218.png,2.303281981123007,5.323270990103202,2,2,0
ffhq_2223.png,-1.22901260276788,4.569343147326952,2,2,0
ffhq_2231.png,-2.9107889483013905,4.90996244087281,2,2,0
ffhq_2235.png,0.4556717151284111,2.6333127121391224,2,0,3
ffhq_2245.png,2.364824148124787,7.552691194074463,2,1,0
ffhq_2251.png,-1.22901260276788,7.522898542994131,2,1,0
ffhq_2253.png,0.4556717151284111,3.879057927763207,2,0,3
ffhq_2259.png,-1.180905326488307,6.7356598970938215,2,2,0
ffhq_2262.png,-1.22901260276788,3.846657387981243,2,0,3
ffhq_2277.png,-1.22901260276788,5.996644991143733,2,2,0
ffhq_1920.png,-1.22901260276788,2.527586426692567,2,0,3
ffhq_1926.png,3.8221323785582126,2.414953108127371,2,0,3
ffhq_1946.png,0.4556717151284111,6.059796550078682,2,2,0
ffhq_194.png,-1.135468556066176,1.532198184192879,2,0,3
ffhq_1961.png,-3.12066265986894,7.947934015706177,2,1,4
ffhq_1975.png,-3.629945064846465,7.947934015706177,2,1,4
ffhq_1988.png,0.4556717151284111,8.050047078487093,2,1,4
ffhq_1998.png,0.4556717151284111,7.023067104464042,2,2,0
ffhq_2003.png,2.2455823233744807,5.912784499331669,2,2,0
ffhq_2005.png,-1.2800328737999778,6.486941635493148,2,2,0
ffhq_2008.png,0.4556717151284111,4.079094322375054,2,2,0
ffhq_2010.png,-3.629945064846465,3.9455422941452487,2,2,0
ffhq_1819.png,-1.2800328737999778,4.531235189064511,2,2,0
ffhq_1827.png,-1.22901260276788,5.471704611867656,2,2,0
ffhq_1848.png,0.4556717151284111,5.539899782591611,2,2,0
ffhq_1851.png,3.726159638311976,8.803266528825361,2,1,4
ffhq_1859.png,0.4556717151284111,2.0293255554548724,2,0,3
ffhq_1861.png,0.4556717151284111,5.03017129658571,2,2,0
ffhq_1867.png,0.4556717151284111,7.2200133829005315,2,2,0
ffhq_1885.png,0.4556717151284111,1.8113918127563609,2,0,3
ffhq_1892.png,0.4556717151284111,3.03652754564843,2,0,3
ffhq_1895.png,0.4556717151284111,5.067550923235893,2,2,0
ffhq_173.png,0.4556717151284111,7.079975598673171,2,2,0
ffhq_1742.png,2.1913763040568,5.834542714300173,2,2,0
ffhq_174.png,-2.9107889483013905,3.8113307552785822,2,0,3
ffhq_1758.png,0.4556717151284111,2.0293255554548724,2,0,3
ffhq_1765.png,0.4556717151284111,4.024957881461036,2,2,0
ffhq_1774.png,0.4556717151284111,0.8115352031273553,2,0,3
ffhq_1786.png,0.4556717151284111,5.188947310042817,2,2,0
ffhq_178.png,-1.2800328737999778,3.587266306876886,2,0,3
ffhq_1792.png,-1.3919385508661848,3.904603519315158,2,2,0
ffhq_1795.png,0.4556717151284111,3.0264210015757507,2,0,3
ffhq_179.png,2.2455823233744807,4.592751658354652,2,2,0
ffhq_1806.png,4.692066514187252,6.996842503295081,0,2,0
ffhq_1468.png,0.4556717151284111,1.2311884033578189,2,0,3
ffhq_1469.png,-1.2800328737999778,1.511860154272621,2,0,3
ffhq_146.png,2.364824148124787,3.2309312383073028,2,0,3
ffhq_1473.png,0.4556717151284111,8.260756153539162,2,1,4
ffhq_1489.png,2.1403560330247027,4.505264448772624,2,2,0
ffhq_1513.png,2.5010802040156386,6.006907420301969,2,2,0
ffhq_1515.png,3.923900974045559,5.779538936414711,2,2,0
ffhq_1518.png,-1.22901260276788,2.8590596613405714,2,0,3
ffhq_1525.png,-1.2800328737999778,4.571554482445783,2,2,0
ffhq_1545.png,-1.2800328737999778,5.773045329855068,2,2,0
ffhq_1550.png,0.4556717151284111,1.2311884033578189,2,0,3
ffhq_1554.png,2.2455823233744807,8.767538716453487,2,1,4
ffhq_1559.png,2.1403560330247027,1.2976973813187709,2,0,3
ffhq_1571.png,0.4556717151284111,5.806038433726739,2,2,0
ffhq_1574.png,0.4556717151284111,5.03017129658571,2,2,0
ffhq_1577.png,2.364824148124787,5.188444725231282,2,2,0
ffhq_1579.png,2.2455823233744807,2.3648960024609096,2,0,3
ffhq_158.png,0.4556717151284111,4.10156517209481,2,2,0
ffhq_1590.png,0.4556717151284111,8.343825129883712,2,1,4
ffhq_1609.png,0.4556717151284111,4.192580951410419,2,2,0
ffhq_1620.png,0.4556717151284111,7.710759937489137,2,1,0
ffhq_162.png,-1.2800328737999778,4.572695203620144,2,2,0
ffhq_163.png,0.4556717151284111,6.987244183001222,2,2,0
ffhq_1648.png,-3.629945064846465,8.728047706763078,2,1,4
ffhq_1654.png,0.4556717151284111,5.159340743049062,2,2,0
ffhq_1667.png,2.1403560330247027,5.214768915288416,2,2,0
ffhq_1670.png,2.1403560330247027,4.592751658354652,2,2,0
ffhq_1699.png,0.4556717151284111,5.03017129658571,2,2,0
ffhq_1707.png,3.923900974045559,3.827293057024158,2,0,3
ffhq_1711.png,0.4556717151284111,1.6616036565241452,2,0,3
ffhq_1712.png,0.4556717151284111,3.2460242089936657,2,0,3
ffhq_1723.png,-4.90015332772678,4.569343147326952,1,2,2
ffhq_1724.png,0.4556717151284111,2.344272018477465,2,0,3
ffhq_1729.png,2.658269876894217,6.334350686916173,2,2,0
ffhq_1730.png,-1.2800328737999778,5.773045329855068,2,2,0
ffhq_1733.png,-3.629945064846465,6.564109336422287,2,2,0
ffhq_1188.png,2.1913763040568,0.8633040890581393,2,0,3
ffhq_1192.png,-3.4895145139091523,6.966078949007348,2,2,0
ffhq_1196.png,-3.12066265986894,2.8113504251029595,2,0,3
ffhq_1203.png,2.2455823233744807,3.2309312383073028,2,0,3
ffhq_1210.png,-1.22901260276788,4.456167369166097,2,2,0
ffhq_1215.png,-1.2800328737999778,3.904603519315158,2,2,0
ffhq_1222.png,0.4556717151284111,2.1346865702766107,2,0,3
ffhq_1233.png,2.1403560330247027,5.323388922681776,2,2,0
ffhq_123.png,0.4556717151284111,6.014172928442632,2,2,0
ffhq_1240.png,0.4556717151284111,8.729874969710382,2,1,4
ffhq_1244.png,0.4556717151284111,5.067550923235893,2,2,0
ffhq_1253.png,2.1403560330247027,3.715804636919334,2,0,3
ffhq_1279.png,0.4556717151284111,4.836724993631617,2,2,0
ffhq_127.png,0.4556717151284111,5.296935099298757,2,2,0
ffhq_1285.png,-6.669344633773387,7.969067846107031,1,1,4
ffhq_128.png,0.4556717151284111,5.476882871623258,2,2,0
ffhq_129.png,2.430605726010388,6.859376818524125,2,2,0
ffhq_1307.png,2.1913763040568,1.7554717793294607,2,0,3
ffhq_130.png,0.4556717151284111,4.650586904509899,2,2,0
ffhq_1310.png,0.4556717151284111,5.188947310042817,2,2,0
ffhq_131.png,2.2455823233744807,5.471704611867656,2,2,0
ffhq_1321.png,0.4556717151284111,2.6333127121391224,2,0,3
ffhq_1322.png,2.1913763040568,4.994013641824247,2,2,0
ffhq_1361.png,2.1913763040568,3.5342651951798905,2,0,3
ffhq_1363.png,0.4556717151284111,3.696992161126106,2,0,3
ffhq_136.png,0.4556717151284111,6.593635749837404,2,2,0
ffhq_1372.png,0.4556717151284111,5.806038433726739,2,2,0
ffhq_1382.png,0.4556717151284111,2.0293255554548724,2,0,3
ffhq_1385.png,0.4556717151284111,7.710759937489137,2,1,0
ffhq_1388.png,0.4556717151284111,4.36078657783508,2,2,0
ffhq_1390.png,2.1403560330247027,0.963908875513256,2,0,3
ffhq_1395.png,-1.22901260276788,2.3648960024609096,2,0,3
ffhq_139.png,-1.2800328737999778,6.1404805566955085,2,2,0
ffhq_1406.png,0.4556717151284111,7.339117327147792,2,2,0
ffhq_1419.png,2.1403560330247027,4.569343147326952,2,2,0
ffhq_1425.png,-2.406733510983337,5.806038433726739,2,2,0
ffhq_1428.png,0.4556717151284111,3.2460242089936657,2,0,3
ffhq_1448.png,4.147057701579687,2.0958624187415418,2,0,3
ffhq_1454.png,-4.307969975597767,4.145437635080934,1,2,2
ffhq_1184.png,0.4556717151284111,5.067550923235893,2,2,0
ffhq_227.png,0.4556717151284111,8.06145671302447,2,1,4
ffhq_2290.png,0.4556717151284111,3.730163837148059,2,0,3
ffhq_2298.png,2.1403560330247027,5.768530018763135,2,2,0
ffhq_2303.png,0.4556717151284111,2.713533496538022,2,0,3
ffhq_2306.png,5.983211866784584,7.83763353475399,0,1,1
ffhq_2315.png,-3.4895145139091523,7.930608006759922,2,1,4
ffhq_231.png,0.4556717151284111,4.36078657783508,2,2,0
ffhq_2329.png,0.4556717151284111,1.3037067364524513,2,0,3
ffhq_2351.png,0.4556717151284111,4.024957881461036,2,2,0
ffhq_2361.png,2.2455823233744807,1.9300467254028173,2,0,3
ffhq_2370.png,0.4556717151284111,4.228961139292254,2,2,0
ffhq_2372.png,0.4556717151284111,5.164205691600161,2,2,0
ffhq_2376.png,0.4556717151284111,7.027428193194709,2,2,0
ffhq_2377.png,0.4556717151284111,4.079094322375054,2,2,0
ffhq_237.png,0.4556717151284111,6.028572396658375,2,2,0
ffhq_2381.png,0.4556717151284111,4.228961139292254,2,2,0
ffhq_2383.png,-1.2800328737999778,4.429828182857943,2,2,0
ffhq_2393.png,-1.5192622957535655,4.429828182857943,2,2,0
ffhq_2408.png,0.4556717151284111,3.879057927763207,2,0,3
ffhq_2423.png,-1.22901260276788,5.0458285585890685,2,2,0
ffhq_2431.png,-1.2800328737999778,2.6129327751967883,2,0,3
ffhq_2434.png,2.2455823233744807,5.961753901343641,2,2,0
ffhq_2452.png,0.4556717151284111,3.803367108535976,2,0,3
ffhq_2453.png,-1.4534807178679652,4.064608271922775,2,2,0
ffhq_2454.png,2.1403560330247027,5.323388922681776,2,2,0
ffhq_2461.png,2.2455823233744807,4.505264448772624,2,2,0
ffhq_2465.png,0.4556717151284111,1.9522167486331716,2,0,3
ffhq_2474.png,-1.22901260276788,0.553687101969526,2,0,3
ffhq_2476.png,2.0468119863229983,7.221598409311762,2,2,0
ffhq_2488.png,0.4556717151284111,4.043865328527179,2,2,0
ffhq_2499.png,0.4556717151284111,3.292878747978355,2,0,3
ffhq_24.png,4.269746549418765,3.774984697956374,2,0,3
ffhq_2503.png,-1.180905326488307,5.563326639158195,2,2,0
ffhq_2505.png,5.219313405854589,1.532198184192879,0,0,3
ffhq_2532.png,0.4556717151284111,4.1263636314552095,2,2,0
ffhq_2545.png,-1.2800328737999778,3.6437013423940656,2,0,3
ffhq_2547.png,0.4556717151284111,3.1275829313040746,2,0,3
ffhq_2552.png,2.1913763040568,6.795974844092517,2,2,0
ffhq_2558.png,0.4556717151284111,3.03652754564843,2,0,3
ffhq_255.png,-1.22901260276788,1.7234216515553509,2,0,3
ffhq_2567.png,0.4556717151284111,5.45631356784184,2,2,0
ffhq_2588.png,0.4556717151284111,3.348051313980751,2,0,3
ffhq_2591.png,0.4556717151284111,3.0264210015757507,2,0,3
ffhq_2598.png,-1.22901260276788,2.338706372374685,2,0,3
ffhq_2599.png,-1.2800328737999778,4.531235189064511,2,2,0
ffhq_2618.png,0.4556717151284111,6.270011205298153,2,2,0
ffhq_2623.png,-1.0517640436465563,2.3648960024609096,2,0,3
ffhq_2624.png,2.1403560330247027,3.53270130854938,2,0,3
ffhq_2625.png,0.4556717151284111,3.2460242089936657,2,0,3
ffhq_2629.png,0.4556717151284111,6.966078949007348,2,2,0
ffhq_262.png,3.8221323785582126,3.348051313980751,2,0,3
ffhq_2644.png,5.4981227842993246,6.207270097047169,0,2,1
